timestamp,latitude,longitude,current_u,current_v,wind_u,wind_v
2018-12-19T04:00:00+00:00,29.135901,-88.75142,0.08,0.03,1.2,0.4
2018-12-19T05:00:00+00:00,29.185901,-88.70142,0.08,0.03,1.2,0.4
2018-12-19T05:00:00+00:00,29.235901,-88.65142,0.08,0.03,1.2,0.4
2018-12-19T05:00:00+00:00,29.135901,-88.75142,0.08,0.03,1.2,0.4
2018-12-19T06:00:00+00:00,29.185901,-88.70142,0.08,0.03,1.2,0.4
2018-12-19T06:00:00+00:00,29.235901,-88.65142,0.08,0.03,1.2,0.4
2018-12-19T06:00:00+00:00,29.135901,-88.75142,0.08,0.03,1.2,0.4
2018-12-19T07:00:00+00:00,29.185901,-88.70142,0.08,0.03,1.2,0.4
2018-12-19T07:00:00+00:00,29.235901,-88.65142,0.08,0.03,1.2,0.4
2018-12-19T07:00:00+00:00,29.135901,-88.75142,0.08,0.03,1.2,0.4
2018-12-19T08:00:00+00:00,29.185901,-88.70142,0.08,0.03,1.2,0.4
2018-12-19T08:00:00+00:00,29.235901,-88.65142,0.08,0.03,1.2,0.4
2018-12-19T08:00:00+00:00,29.135901,-88.75142,0.08,0.03,1.2,0.4
2018-12-19T09:00:00+00:00,29.185901,-88.70142,0.08,0.03,1.2,0.4
2018-12-19T09:00:00+00:00,29.235901,-88.65142,0.08,0.03,1.2,0.4
2018-12-19T09:00:00+00:00,29.135901,-88.75142,0.08,0.03,1.2,0.4
2018-12-19T10:00:00+00:00,29.185901,-88.70142,0.08,0.03,1.2,0.4
2018-12-19T10:00:00+00:00,29.235901,-88.65142,0.08,0.03,1.2,0.4
2018-12-19T10:00:00+00:00,29.135901,-88.75142,0.08,0.03,1.2,0.4
2018-12-19T11:00:00+00:00,29.185901,-88.70142,0.08,0.03,1.2,0.4
2018-12-19T11:00:00+00:00,29.235901,-88.65142,0.08,0.03,1.2,0.4
2018-12-19T11:00:00+00:00,29.135901,-88.75142,0.08,0.03,1.2,0.4
2018-12-19T12:00:00+00:00,29.185901,-88.70142,0.08,0.03,1.2,0.4
2018-12-19T12:00:00+00:00,29.235901,-88.65142,0.08,0.03,1.2,0.4
2018-12-19T12:00:00+00:00,29.135901,-88.75142,0.08,0.03,1.2,0.4
2018-12-19T13:00:00+00:00,29.185901,-88.70142,0.08,0.03,1.2,0.4
2018-12-19T13:00:00+00:00,29.235901,-88.65142,0.08,0.03,1.2,0.4
2018-12-19T13:00:00+00:00,29.135901,-88.75142,0.08,0.03,1.2,0.4
2018-12-19T14:00:00+00:00,29.185901,-88.70142,0.08,0.03,1.2,0.4
2018-12-19T14:00:00+00:00,29.235901,-88.65142,0.08,0.03,1.2,0.4
2018-12-19T14:00:00+00:00,29.135901,-88.75142,0.08,0.03,1.2,0.4
2018-12-19T15:00:00+00:00,29.185901,-88.70142,0.08,0.03,1.2,0.4
2018-12-19T15:00:00+00:00,29.235901,-88.65142,0.08,0.03,1.2,0.4
2018-12-19T15:00:00+00:00,29.135901,-88.75142,0.08,0.03,1.2,0.4
2018-12-19T16:00:00+00:00,29.185901,-88.70142,0.08,0.03,1.2,0.4
2018-12-19T16:00:00+00:00,29.235901,-88.65142,0.08,0.03,1.2,0.4
2018-12-19T16:00:00+00:00,29.135901,-88.75142,0.08,0.03,1.2,0.4
2018-12-19T17:00:00+00:00,29.185901,-88.70142,0.08,0.03,1.2,0.4
2018-12-19T17:00:00+00:00,29.235901,-88.65142,0.08,0.03,1.2,0.4
2018-12-19T17:00:00+00:00,29.135901,-88.75142,0.08,0.03,1.2,0.4
2018-12-19T18:00:00+00:00,29.185901,-88.70142,0.08,0.03,1.2,0.4
2018-12-19T18:00:00+00:00,29.235901,-88.65142,0.08,0.03,1.2,0.4
2018-12-19T18:00:00+00:00,29.135901,-88.75142,0.08,0.03,1.2,0.4
2018-12-19T19:00:00+00:00,29.185901,-88.70142,0.08,0.03,1.2,0.4
2018-12-19T19:00:00+00:00,29.235901,-88.65142,0.08,0.03,1.2,0.4
2018-12-19T19:00:00+00:00,29.135901,-88.75142,0.08,0.03,1.2,0.4
2018-12-19T20:00:00+00:00,29.185901,-88.70142,0.08,0.03,1.2,0.4
2018-12-19T20:00:00+00:00,29.235901,-88.65142,0.08,0.03,1.2,0.4
2018-12-19T20:00:00+00:00,29.135901,-88.75142,0.08,0.03,1.2,0.4
2018-12-19T21:00:00+00:00,29.185901,-88.70142,0.08,0.03,1.2,0.4
2018-12-19T21:00:00+00:00,29.235901,-88.65142,0.08,0.03,1.2,0.4
2018-12-19T21:00:00+00:00,29.135901,-88.75142,0.08,0.03,1.2,0.4
2018-12-19T22:00:00+00:00,29.185901,-88.70142,0.08,0.03,1.2,0.4
2018-12-19T22:00:00+00:00,29.235901,-88.65142,0.08,0.03,1.2,0.4
2018-12-19T22:00:00+00:00,29.135901,-88.75142,0.08,0.03,1.2,0.4
2018-12-19T23:00:00+00:00,29.185901,-88.70142,0.08,0.03,1.2,0.4
2018-12-19T23:00:00+00:00,29.235901,-88.65142,0.08,0.03,1.2,0.4
2018-12-19T23:00:00+00:00,29.135901,-88.75142,0.08,0.03,1.2,0.4
2018-12-20T00:00:00+00:00,29.185901,-88.70142,0.08,0.03,1.2,0.4
2018-12-20T00:00:00+00:00,29.235901,-88.65142,0.08,0.03,1.2,0.4
2018-12-20T00:00:00+00:00,29.135901,-88.75142,0.08,0.03,1.2,0.4
2018-12-20T01:00:00+00:00,29.185901,-88.70142,0.08,0.03,1.2,0.4
2018-12-20T01:00:00+00:00,29.235901,-88.65142,0.08,0.03,1.2,0.4
2018-12-20T01:00:00+00:00,29.135901,-88.75142,0.08,0.03,1.2,0.4
2018-12-20T02:00:00+00:00,29.185901,-88.70142,0.08,0.03,1.2,0.4
2018-12-20T02:00:00+00:00,29.235901,-88.65142,0.08,0.03,1.2,0.4
2018-12-20T02:00:00+00:00,29.135901,-88.75142,0.08,0.03,1.2,0.4
2018-12-20T03:00:00+00:00,29.185901,-88.70142,0.08,0.03,1.2,0.4
2018-12-20T03:00:00+00:00,29.235901,-88.65142,0.08,0.03,1.2,0.4
2018-12-20T03:00:00+00:00,29.135901,-88.75142,0.08,0.03,1.2,0.4
2018-12-20T04:00:00+00:00,29.185901,-88.70142,0.08,0.03,1.2,0.4
2018-12-20T04:00:00+00:00,29.235901,-88.65142,0.08,0.03,1.2,0.4
2018-12-20T04:00:00+00:00,29.135901,-88.75142,0.08,0.03,1.2,0.4
2018-12-20T05:00:00+00:00,29.185901,-88.70142,0.08,0.03,1.2,0.4
2018-12-20T05:00:00+00:00,29.235901,-88.65142,0.08,0.03,1.2,0.4
2018-12-20T05:00:00+00:00,29.135901,-88.75142,0.08,0.03,1.2,0.4
2018-12-20T06:00:00+00:00,29.185901,-88.70142,0.08,0.03,1.2,0.4
2018-12-20T06:00:00+00:00,29.235901,-88.65142,0.08,0.03,1.2,0.4
2018-12-20T06:00:00+00:00,29.135901,-88.75142,0.08,0.03,1.2,0.4
2018-12-20T07:00:00+00:00,29.185901,-88.70142,0.08,0.03,1.2,0.4
2018-12-20T07:00:00+00:00,29.235901,-88.65142,0.08,0.03,1.2,0.4
2018-12-20T07:00:00+00:00,29.135901,-88.75142,0.08,0.03,1.2,0.4
2018-12-20T08:00:00+00:00,29.185901,-88.70142,0.08,0.03,1.2,0.4
2018-12-20T08:00:00+00:00,29.235901,-88.65142,0.08,0.03,1.2,0.4
2018-12-20T08:00:00+00:00,29.135901,-88.75142,0.08,0.03,1.2,0.4
2018-12-20T09:00:00+00:00,29.185901,-88.70142,0.08,0.03,1.2,0.4
2018-12-20T09:00:00+00:00,29.235901,-88.65142,0.08,0.03,1.2,0.4
2018-12-20T09:00:00+00:00,29.135901,-88.75142,0.08,0.03,1.2,0.4
2018-12-20T10:00:00+00:00,29.185901,-88.70142,0.08,0.03,1.2,0.4
2018-12-20T10:00:00+00:00,29.235901,-88.65142,0.08,0.03,1.2,0.4
2018-12-20T10:00:00+00:00,29.135901,-88.75142,0.08,0.03,1.2,0.4
2018-12-20T11:00:00+00:00,29.185901,-88.70142,0.08,0.03,1.2,0.4
2018-12-20T11:00:00+00:00,29.235901,-88.65142,0.08,0.03,1.2,0.4
2018-12-20T11:00:00+00:00,29.135901,-88.75142,0.08,0.03,1.2,0.4
2018-12-20T12:00:00+00:00,29.185901,-88.70142,0.08,0.03,1.2,0.4
2018-12-20T12:00:00+00:00,29.235901,-88.65142,0.08,0.03,1.2,0.4
2018-12-20T12:00:00+00:00,29.135901,-88.75142,0.08,0.03,1.2,0.4
2018-12-20T13:00:00+00:00,29.185901,-88.70142,0.08,0.03,1.2,0.4
2018-12-20T13:00:00+00:00,29.235901,-88.65142,0.08,0.03,1.2,0.4
2018-12-20T13:00:00+00:00,29.135901,-88.75142,0.08,0.03,1.2,0.4
2018-12-20T14:00:00+00:00,29.185901,-88.70142,0.08,0.03,1.2,0.4
2018-12-20T14:00:00+00:00,29.235901,-88.65142,0.08,0.03,1.2,0.4
2018-12-20T14:00:00+00:00,29.135901,-88.75142,0.08,0.03,1.2,0.4
2018-12-20T15:00:00+00:00,29.185901,-88.70142,0.08,0.03,1.2,0.4
2018-12-20T15:00:00+00:00,29.235901,-88.65142,0.08,0.03,1.2,0.4
2018-12-20T15:00:00+00:00,29.135901,-88.75142,0.08,0.03,1.2,0.4
2018-12-20T16:00:00+00:00,29.185901,-88.70142,0.08,0.03,1.2,0.4
2018-12-20T16:00:00+00:00,29.235901,-88.65142,0.08,0.03,1.2,0.4
2018-12-20T16:00:00+00:00,29.135901,-88.75142,0.08,0.03,1.2,0.4
2018-12-20T17:00:00+00:00,29.185901,-88.70142,0.08,0.03,1.2,0.4
2018-12-20T17:00:00+00:00,29.235901,-88.65142,0.08,0.03,1.2,0.4
2018-12-20T17:00:00+00:00,29.135901,-88.75142,0.08,0.03,1.2,0.4
2018-12-20T18:00:00+00:00,29.185901,-88.70142,0.08,0.03,1.2,0.4
2018-12-20T18:00:00+00:00,29.235901,-88.65142,0.08,0.03,1.2,0.4
2018-12-20T18:00:00+00:00,29.135901,-88.75142,0.08,0.03,1.2,0.4
2018-12-20T19:00:00+00:00,29.185901,-88.70142,0.08,0.03,1.2,0.4
2018-12-20T19:00:00+00:00,29.235901,-88.65142,0.08,0.03,1.2,0.4
2018-12-20T19:00:00+00:00,29.135901,-88.75142,0.08,0.03,1.2,0.4
2018-12-20T20:00:00+00:00,29.185901,-88.70142,0.08,0.03,1.2,0.4
2018-12-20T20:00:00+00:00,29.235901,-88.65142,0.08,0.03,1.2,0.4
2018-12-20T20:00:00+00:00,29.135901,-88.75142,0.08,0.03,1.2,0.4
2018-12-20T21:00:00+00:00,29.185901,-88.70142,0.08,0.03,1.2,0.4
2018-12-20T21:00:00+00:00,29.235901,-88.65142,0.08,0.03,1.2,0.4
2018-12-20T21:00:00+00:00,29.135901,-88.75142,0.08,0.03,1.2,0.4
2018-12-20T22:00:00+00:00,29.185901,-88.70142,0.08,0.03,1.2,0.4
2018-12-20T22:00:00+00:00,29.235901,-88.65142,0.08,0.03,1.2,0.4
2018-12-20T22:00:00+00:00,29.135901,-88.75142,0.08,0.03,1.2,0.4
2018-12-20T23:00:00+00:00,29.185901,-88.70142,0.08,0.03,1.2,0.4
2018-12-20T23:00:00+00:00,29.235901,-88.65142,0.08,0.03,1.2,0.4
2018-12-20T23:00:00+00:00,29.135901,-88.75142,0.08,0.03,1.2,0.4
2018-12-21T00:00:00+00:00,29.185901,-88.70142,0.08,0.03,1.2,0.4
2018-12-21T00:00:00+00:00,29.235901,-88.65142,0.08,0.03,1.2,0.4
2018-12-21T00:00:00+00:00,29.135901,-88.75142,0.08,0.03,1.2,0.4
2018-12-21T01:00:00+00:00,29.185901,-88.70142,0.08,0.03,1.2,0.4
2018-12-21T01:00:00+00:00,29.235901,-88.65142,0.08,0.03,1.2,0.4
2018-12-21T01:00:00+00:00,29.135901,-88.75142,0.08,0.03,1.2,0.4
2018-12-21T02:00:00+00:00,29.185901,-88.70142,0.08,0.03,1.2,0.4
2018-12-21T02:00:00+00:00,29.235901,-88.65142,0.08,0.03,1.2,0.4
2018-12-21T02:00:00+00:00,29.135901,-88.75142,0.08,0.03,1.2,0.4
2018-12-21T03:00:00+00:00,29.185901,-88.70142,0.08,0.03,1.2,0.4
2018-12-21T03:00:00+00:00,29.235901,-88.65142,0.08,0.03,1.2,0.4
2018-12-21T03:00:00+00:00,29.135901,-88.75142,0.08,0.03,1.2,0.4
2018-12-21T04:00:00+00:00,29.185901,-88.70142,0.08,0.03,1.2,0.4
2018-12-21T04:00:00+00:00,29.235901,-88.65142,0.08,0.03,1.2,0.4
2018-12-21T04:00:00+00:00,29.135901,-88.75142,0.08,0.03,1.2,0.4
2018-12-21T05:00:00+00:00,29.185901,-88.70142,0.08,0.03,1.2,0.4
2018-12-21T05:00:00+00:00,29.235901,-88.65142,0.08,0.03,1.2,0.4
2018-12-21T05:00:00+00:00,29.135901,-88.75142,0.08,0.03,1.2,0.4
2018-12-21T06:00:00+00:00,29.185901,-88.70142,0.08,0.03,1.2,0.4
2018-12-21T06:00:00+00:00,29.235901,-88.65142,0.08,0.03,1.2,0.4
2018-12-21T06:00:00+00:00,29.135901,-88.75142,0.08,0.03,1.2,0.4
2018-12-21T07:00:00+00:00,29.185901,-88.70142,0.08,0.03,1.2,0.4
2018-12-21T07:00:00+00:00,29.235901,-88.65142,0.08,0.03,1.2,0.4
2018-12-21T07:00:00+00:00,29.135901,-88.75142,0.08,0.03,1.2,0.4
2018-12-21T08:00:00+00:00,29.185901,-88.70142,0.08,0.03,1.2,0.4
2018-12-21T08:00:00+00:00,29.235901,-88.65142,0.08,0.03,1.2,0.4
2018-12-21T08:00:00+00:00,29.135901,-88.75142,0.08,0.03,1.2,0.4
2018-12-21T09:00:00+00:00,29.185901,-88.70142,0.08,0.03,1.2,0.4
2018-12-21T09:00:00+00:00,29.235901,-88.65142,0.08,0.03,1.2,0.4
2018-12-21T09:00:00+00:00,29.135901,-88.75142,0.08,0.03,1.2,0.4
2018-12-21T10:00:00+00:00,29.185901,-88.70142,0.08,0.03,1.2,0.4
2018-12-21T10:00:00+00:00,29.235901,-88.65142,0.08,0.03,1.2,0.4
2018-12-21T10:00:00+00:00,29.135901,-88.75142,0.08,0.03,1.2,0.4
2018-12-21T11:00:00+00:00,29.185901,-88.70142,0.08,0.03,1.2,0.4
2018-12-21T11:00:00+00:00,29.235901,-88.65142,0.08,0.03,1.2,0.4
2018-12-21T11:00:00+00:00,29.135901,-88.75142,0.08,0.03,1.2,0.4
2018-12-21T12:00:00+00:00,29.185901,-88.70142,0.08,0.03,1.2,0.4
2018-12-21T12:00:00+00:00,29.235901,-88.65142,0.08,0.03,1.2,0.4
2018-12-21T12:00:00+00:00,29.135901,-88.75142,0.08,0.03,1.2,0.4
