mmsi,timestamp,latitude,longitude,speed_knots,course_degrees,vessel_type
316002222,2018-12-18T03:00:00+00:00,29.20480281947898,-88.85354447431203,11.5,34,Cargo
316003333,2018-12-18T03:00:00+00:00,29.16260281947898,-88.79634447431202,4.2,18,Tug
316004444,2018-12-18T03:00:00+00:00,28.96430281947898,-88.68734447431203,14.0,310,Passenger
316001111,2018-12-18T03:20:00+00:00,29.135969486145648,-88.82361114097868,9.2,47,Oil Tanker
316002222,2018-12-18T03:20:00+00:00,29.20530281947898,-88.8532111409787,11.5,34,Cargo
316003333,2018-12-18T03:20:00+00:00,29.16270281947898,-88.79627780764535,4.2,18,Tug
316004444,2018-12-18T03:20:00+00:00,28.964636152812314,-88.68761114097869,14.0,310,Passenger
316001111,2018-12-18T03:40:00+00:00,29.136636152812315,-88.82287780764536,9.2,47,Oil Tanker
316002222,2018-12-18T03:40:00+00:00,29.205802819478983,-88.85287780764537,11.5,34,Cargo
316003333,2018-12-18T03:40:00+00:00,29.16280281947898,-88.79621114097868,4.2,18,Tug
316004444,2018-12-18T03:40:00+00:00,28.964969486145648,-88.68787780764536,14.0,310,Passenger
316001111,2018-12-18T04:00:00+00:00,29.137302819478982,-88.82214447431203,9.2,47,Oil Tanker
316002222,2018-12-18T04:00:00+00:00,29.20630281947898,-88.85254447431203,11.5,34,Cargo
316003333,2018-12-18T04:00:00+00:00,29.16290281947898,-88.79614447431202,4.2,18,Tug
316004444,2018-12-18T04:00:00+00:00,28.965302819478982,-88.68814447431203,14.0,310,Passenger
316001111,2018-12-18T04:20:00+00:00,29.137969486145646,-88.8214111409787,9.2,47,Oil Tanker
316002222,2018-12-18T04:20:00+00:00,29.20680281947898,-88.8522111409787,11.5,34,Cargo
316003333,2018-12-18T04:20:00+00:00,29.16300281947898,-88.79607780764535,4.2,18,Tug
316004444,2018-12-18T04:20:00+00:00,28.965636152812316,-88.68841114097869,14.0,310,Passenger
316001111,2018-12-18T04:40:00+00:00,29.138636152812314,-88.82067780764535,9.2,47,Oil Tanker
316002222,2018-12-18T04:40:00+00:00,29.207302819478983,-88.85187780764537,11.5,34,Cargo
316003333,2018-12-18T04:40:00+00:00,29.163102819478983,-88.79601114097869,4.2,18,Tug
316004444,2018-12-18T04:40:00+00:00,28.96596948614565,-88.68867780764536,14.0,310,Passenger
316001111,2018-12-18T05:00:00+00:00,29.13930281947898,-88.81994447431202,9.2,47,Oil Tanker
316002222,2018-12-18T05:00:00+00:00,29.20780281947898,-88.85154447431204,11.5,34,Cargo
316003333,2018-12-18T05:00:00+00:00,29.163202819478983,-88.79594447431202,4.2,18,Tug
316004444,2018-12-18T05:00:00+00:00,28.96630281947898,-88.68894447431202,14.0,310,Passenger
316001111,2018-12-18T05:20:00+00:00,29.13996948614565,-88.8192111409787,9.2,47,Oil Tanker
316002222,2018-12-18T05:20:00+00:00,29.20830281947898,-88.85121114097869,11.5,34,Cargo
316003333,2018-12-18T05:20:00+00:00,29.163302819478982,-88.79587780764535,4.2,18,Tug
316004444,2018-12-18T05:20:00+00:00,28.966636152812313,-88.68921114097868,14.0,310,Passenger
316001111,2018-12-18T05:40:00+00:00,29.140636152812313,-88.81847780764535,9.2,47,Oil Tanker
316002222,2018-12-18T05:40:00+00:00,29.208802819478983,-88.85087780764536,11.5,34,Cargo
316003333,2018-12-18T05:40:00+00:00,29.163402819478982,-88.79581114097869,4.2,18,Tug
316004444,2018-12-18T05:40:00+00:00,28.966969486145647,-88.68947780764536,14.0,310,Passenger
316001111,2018-12-18T06:00:00+00:00,29.14130281947898,-88.81774447431202,9.2,47,Oil Tanker
316002222,2018-12-18T06:00:00+00:00,29.20930281947898,-88.85054447431203,11.5,34,Cargo
316003333,2018-12-18T06:00:00+00:00,29.163502819478982,-88.79574447431202,4.2,18,Tug
316004444,2018-12-18T06:00:00+00:00,28.96730281947898,-88.68974447431202,14.0,310,Passenger
316001111,2018-12-18T06:20:00+00:00,29.141969486145648,-88.81701114097869,9.2,47,Oil Tanker
316002222,2018-12-18T06:20:00+00:00,29.20980281947898,-88.8502111409787,11.5,34,Cargo
316003333,2018-12-18T06:20:00+00:00,29.16360281947898,-88.79567780764535,4.2,18,Tug
316004444,2018-12-18T06:20:00+00:00,28.967636152812315,-88.6900111409787,14.0,310,Passenger
316001111,2018-12-18T06:40:00+00:00,29.142636152812315,-88.81627780764536,9.2,47,Oil Tanker
316002222,2018-12-18T06:40:00+00:00,29.210302819478983,-88.84987780764537,11.5,34,Cargo
316003333,2018-12-18T06:40:00+00:00,29.16370281947898,-88.79561114097869,4.2,18,Tug
316004444,2018-12-18T06:40:00+00:00,28.96796948614565,-88.69027780764536,14.0,310,Passenger
316001111,2018-12-18T07:00:00+00:00,29.14330281947898,-88.81554447431202,9.2,47,Oil Tanker
316002222,2018-12-18T07:00:00+00:00,29.21080281947898,-88.84954447431203,11.5,34,Cargo
316003333,2018-12-18T07:00:00+00:00,29.16380281947898,-88.79554447431202,4.2,18,Tug
316004444,2018-12-18T07:00:00+00:00,28.968302819478982,-88.69054447431202,14.0,310,Passenger
316001111,2018-12-18T07:20:00+00:00,29.143969486145647,-88.81481114097869,9.2,47,Oil Tanker
316002222,2018-12-18T07:20:00+00:00,29.21130281947898,-88.8492111409787,11.5,34,Cargo
316003333,2018-12-18T07:20:00+00:00,29.16390281947898,-88.79547780764536,4.2,18,Tug
316004444,2018-12-18T07:20:00+00:00,28.968636152812316,-88.6908111409787,14.0,310,Passenger
316001111,2018-12-18T07:40:00+00:00,29.144636152812314,-88.81407780764536,9.2,47,Oil Tanker
316002222,2018-12-18T07:40:00+00:00,29.211802819478983,-88.84887780764537,11.5,34,Cargo
316003333,2018-12-18T07:40:00+00:00,29.16400281947898,-88.79541114097869,4.2,18,Tug
316004444,2018-12-18T07:40:00+00:00,28.968969486145646,-88.69107780764536,14.0,310,Passenger
316001111,2018-12-18T08:00:00+00:00,29.14530281947898,-88.81334447431202,9.2,47,Oil Tanker
316002222,2018-12-18T08:00:00+00:00,29.21230281947898,-88.84854447431204,11.5,34,Cargo
316003333,2018-12-18T08:00:00+00:00,29.16410281947898,-88.79534447431202,4.2,18,Tug
316004444,2018-12-18T08:00:00+00:00,28.96930281947898,-88.69134447431202,14.0,310,Passenger
316001111,2018-12-18T08:20:00+00:00,29.14596948614565,-88.81261114097869,9.2,47,Oil Tanker
316002222,2018-12-18T08:20:00+00:00,29.21280281947898,-88.84821114097869,11.5,34,Cargo
316003333,2018-12-18T08:20:00+00:00,29.16420281947898,-88.79527780764535,4.2,18,Tug
316004444,2018-12-18T08:20:00+00:00,28.969636152812313,-88.6916111409787,14.0,310,Passenger
316001111,2018-12-18T08:40:00+00:00,29.146636152812313,-88.81187780764536,9.2,47,Oil Tanker
316002222,2018-12-18T08:40:00+00:00,29.213302819478983,-88.84787780764536,11.5,34,Cargo
316003333,2018-12-18T08:40:00+00:00,29.16430281947898,-88.79521114097868,4.2,18,Tug
316004444,2018-12-18T08:40:00+00:00,28.969969486145647,-88.69187780764535,14.0,310,Passenger
316001111,2018-12-18T09:00:00+00:00,29.14730281947898,-88.81114447431203,9.2,47,Oil Tanker
316002222,2018-12-18T09:00:00+00:00,29.213802819478982,-88.84754447431203,11.5,34,Cargo
316003333,2018-12-18T09:00:00+00:00,29.16440281947898,-88.79514447431202,4.2,18,Tug
316004444,2018-12-18T09:00:00+00:00,28.97030281947898,-88.69214447431203,14.0,310,Passenger
316001111,2018-12-18T09:20:00+00:00,29.147969486145648,-88.81041114097869,9.2,47,Oil Tanker
316002222,2018-12-18T09:20:00+00:00,29.21430281947898,-88.8472111409787,11.5,34,Cargo
316003333,2018-12-18T09:20:00+00:00,29.16450281947898,-88.79507780764536,4.2,18,Tug
316004444,2018-12-18T09:20:00+00:00,28.970636152812315,-88.69241114097869,14.0,310,Passenger
316001111,2018-12-18T09:40:00+00:00,29.148636152812315,-88.80967780764536,9.2,47,Oil Tanker
316002222,2018-12-18T09:40:00+00:00,29.214802819478983,-88.84687780764537,11.5,34,Cargo
316003333,2018-12-18T09:40:00+00:00,29.164602819478983,-88.79501114097869,4.2,18,Tug
316004444,2018-12-18T09:40:00+00:00,28.97096948614565,-88.69267780764535,14.0,310,Passenger
316001111,2018-12-18T10:00:00+00:00,29.14930281947898,-88.80894447431203,9.2,47,Oil Tanker
316002222,2018-12-18T10:00:00+00:00,29.215302819478982,-88.84654447431203,11.5,34,Cargo
316003333,2018-12-18T10:00:00+00:00,29.164702819478983,-88.79494447431202,4.2,18,Tug
316004444,2018-12-18T10:00:00+00:00,28.971302819478982,-88.69294447431203,14.0,310,Passenger
316001111,2018-12-18T10:20:00+00:00,29.149969486145647,-88.80821114097868,9.2,47,Oil Tanker
316002222,2018-12-18T10:20:00+00:00,29.21580281947898,-88.8462111409787,11.5,34,Cargo
316003333,2018-12-18T10:20:00+00:00,29.164802819478982,-88.79487780764535,4.2,18,Tug
316004444,2018-12-18T10:20:00+00:00,28.971636152812316,-88.69321114097869,14.0,310,Passenger
316001111,2018-12-18T10:40:00+00:00,29.150636152812314,-88.80747780764536,9.2,47,Oil Tanker
316002222,2018-12-18T10:40:00+00:00,29.216302819478983,-88.84587780764537,11.5,34,Cargo
316003333,2018-12-18T10:40:00+00:00,29.164902819478982,-88.79481114097868,4.2,18,Tug
316004444,2018-12-18T10:40:00+00:00,28.971969486145646,-88.69347780764535,14.0,310,Passenger
316001111,2018-12-18T11:00:00+00:00,29.151302819478982,-88.80674447431203,9.2,47,Oil Tanker
316002222,2018-12-18T11:00:00+00:00,29.216802819478982,-88.84554447431204,11.5,34,Cargo
316003333,2018-12-18T11:00:00+00:00,29.165002819478982,-88.79474447431203,4.2,18,Tug
316004444,2018-12-18T11:00:00+00:00,28.97230281947898,-88.69374447431203,14.0,310,Passenger
316001111,2018-12-18T11:20:00+00:00,29.151969486145646,-88.8060111409787,0.4,47,Oil Tanker
316002222,2018-12-18T11:20:00+00:00,29.21730281947898,-88.84521114097869,11.5,34,Cargo
316003333,2018-12-18T11:20:00+00:00,29.16510281947898,-88.79467780764536,4.2,18,Tug
316004444,2018-12-18T11:20:00+00:00,28.972636152812314,-88.69401114097869,14.0,310,Passenger
316001111,2018-12-18T11:40:00+00:00,29.152636152812313,-88.80527780764535,0.4,47,Oil Tanker
316002222,2018-12-18T11:40:00+00:00,29.217802819478983,-88.84487780764536,11.5,34,Cargo
316003333,2018-12-18T11:40:00+00:00,29.16520281947898,-88.79461114097869,4.2,18,Tug
316004444,2018-12-18T11:40:00+00:00,28.972969486145647,-88.69427780764536,14.0,310,Passenger
316001111,2018-12-18T12:00:00+00:00,29.15330281947898,-88.80454447431202,0.4,47,Oil Tanker
316002222,2018-12-18T12:00:00+00:00,29.218302819478982,-88.84454447431203,11.5,34,Cargo
316003333,2018-12-18T12:00:00+00:00,29.16530281947898,-88.79454447431202,4.2,18,Tug
316004444,2018-12-18T12:00:00+00:00,28.97330281947898,-88.69454447431202,14.0,310,Passenger
316001111,2018-12-18T12:20:00+00:00,29.153969486145648,-88.8038111409787,0.4,47,Oil Tanker
316002222,2018-12-18T12:20:00+00:00,29.21880281947898,-88.8442111409787,11.5,34,Cargo
316003333,2018-12-18T12:20:00+00:00,29.16540281947898,-88.79447780764535,4.2,18,Tug
316004444,2018-12-18T12:20:00+00:00,28.973636152812315,-88.69481114097869,14.0,310,Passenger
316001111,2018-12-18T12:40:00+00:00,29.154636152812316,-88.80307780764535,0.4,47,Oil Tanker
316002222,2018-12-18T12:40:00+00:00,29.219302819478983,-88.84387780764537,11.5,34,Cargo
316003333,2018-12-18T12:40:00+00:00,29.16550281947898,-88.79441114097868,4.2,18,Tug
316004444,2018-12-18T12:40:00+00:00,28.97396948614565,-88.69507780764536,14.0,310,Passenger
316001111,2018-12-18T13:00:00+00:00,29.15530281947898,-88.80234447431202,9.2,47,Oil Tanker
316002222,2018-12-18T13:00:00+00:00,29.219802819478982,-88.84354447431203,11.5,34,Cargo
316003333,2018-12-18T13:00:00+00:00,29.16560281947898,-88.79434447431201,4.2,18,Tug
316004444,2018-12-18T13:00:00+00:00,28.974302819478982,-88.69534447431202,14.0,310,Passenger
316001111,2018-12-18T13:20:00+00:00,29.155969486145647,-88.8016111409787,9.2,47,Oil Tanker
316002222,2018-12-18T13:20:00+00:00,29.22030281947898,-88.8432111409787,11.5,34,Cargo
316003333,2018-12-18T13:20:00+00:00,29.16570281947898,-88.79427780764536,4.2,18,Tug
316004444,2018-12-18T13:20:00+00:00,28.974636152812316,-88.6956111409787,14.0,310,Passenger
316001111,2018-12-18T13:40:00+00:00,29.156636152812315,-88.80087780764536,9.2,47,Oil Tanker
316002222,2018-12-18T13:40:00+00:00,29.220802819478983,-88.84287780764537,11.5,34,Cargo
316003333,2018-12-18T13:40:00+00:00,29.16580281947898,-88.79421114097869,4.2,18,Tug
316004444,2018-12-18T13:40:00+00:00,28.974969486145646,-88.69587780764536,14.0,310,Passenger
316001111,2018-12-18T14:00:00+00:00,29.157302819478982,-88.80014447431202,9.2,47,Oil Tanker
316002222,2018-12-18T14:00:00+00:00,29.221302819478982,-88.84254447431204,11.5,34,Cargo
316003333,2018-12-18T14:00:00+00:00,29.16590281947898,-88.79414447431202,4.2,18,Tug
316004444,2018-12-18T14:00:00+00:00,28.97530281947898,-88.69614447431202,14.0,310,Passenger
316001111,2018-12-18T14:20:00+00:00,29.157969486145646,-88.79941114097869,9.2,47,Oil Tanker
316002222,2018-12-18T14:20:00+00:00,29.22180281947898,-88.84221114097869,11.5,34,Cargo
316003333,2018-12-18T14:20:00+00:00,29.16600281947898,-88.79407780764535,4.2,18,Tug
316004444,2018-12-18T14:20:00+00:00,28.975636152812314,-88.6964111409787,14.0,310,Passenger
316001111,2018-12-18T14:40:00+00:00,29.158636152812313,-88.79867780764536,9.2,47,Oil Tanker
316002222,2018-12-18T14:40:00+00:00,29.222302819478983,-88.84187780764536,11.5,34,Cargo
316003333,2018-12-18T14:40:00+00:00,29.166102819478983,-88.79401114097868,4.2,18,Tug
316004444,2018-12-18T14:40:00+00:00,28.975969486145647,-88.69667780764536,14.0,310,Passenger
316001111,2018-12-18T15:00:00+00:00,29.15930281947898,-88.79794447431202,9.2,47,Oil Tanker
316002222,2018-12-18T15:00:00+00:00,29.222802819478982,-88.84154447431203,11.5,34,Cargo
316003333,2018-12-18T15:00:00+00:00,29.166202819478983,-88.79394447431201,4.2,18,Tug
316004444,2018-12-18T15:00:00+00:00,28.97630281947898,-88.69694447431202,14.0,310,Passenger
316001111,2018-12-18T15:20:00+00:00,29.15996948614565,-88.79721114097869,9.2,47,Oil Tanker
316002222,2018-12-18T15:20:00+00:00,29.22330281947898,-88.8412111409787,11.5,34,Cargo
316003333,2018-12-18T15:20:00+00:00,29.166302819478982,-88.79387780764536,4.2,18,Tug
316004444,2018-12-18T15:20:00+00:00,28.976636152812315,-88.6972111409787,14.0,310,Passenger
316001111,2018-12-18T15:40:00+00:00,29.160636152812312,-88.79647780764536,9.2,47,Oil Tanker
316002222,2018-12-18T15:40:00+00:00,29.223802819478983,-88.84087780764537,11.5,34,Cargo
316003333,2018-12-18T15:40:00+00:00,29.166402819478982,-88.79381114097869,4.2,18,Tug
316004444,2018-12-18T15:40:00+00:00,28.97696948614565,-88.69747780764536,14.0,310,Passenger
316001111,2018-12-18T16:00:00+00:00,29.16130281947898,-88.79574447431203,9.2,47,Oil Tanker
316002222,2018-12-18T16:00:00+00:00,29.224302819478982,-88.84054447431203,11.5,34,Cargo
316003333,2018-12-18T16:00:00+00:00,29.166502819478982,-88.79374447431202,4.2,18,Tug
316004444,2018-12-18T16:00:00+00:00,28.977302819478982,-88.69774447431203,14.0,310,Passenger
316001111,2018-12-18T16:20:00+00:00,29.161969486145647,-88.79501114097869,9.2,47,Oil Tanker
316002222,2018-12-18T16:20:00+00:00,29.22480281947898,-88.8402111409787,11.5,34,Cargo
316003333,2018-12-18T16:20:00+00:00,29.16660281947898,-88.79367780764535,4.2,18,Tug
316004444,2018-12-18T16:20:00+00:00,28.977636152812316,-88.69801114097869,14.0,310,Passenger
316001111,2018-12-18T16:40:00+00:00,29.162636152812315,-88.79427780764536,9.2,47,Oil Tanker
316002222,2018-12-18T16:40:00+00:00,29.225302819478983,-88.83987780764537,11.5,34,Cargo
316003333,2018-12-18T16:40:00+00:00,29.16670281947898,-88.79361114097868,4.2,18,Tug
316004444,2018-12-18T16:40:00+00:00,28.977969486145646,-88.69827780764535,14.0,310,Passenger
316001111,2018-12-18T17:00:00+00:00,29.163302819478982,-88.79354447431203,9.2,47,Oil Tanker
316002222,2018-12-18T17:00:00+00:00,29.225802819478982,-88.83954447431204,11.5,34,Cargo
316003333,2018-12-18T17:00:00+00:00,29.16680281947898,-88.79354447431201,4.2,18,Tug
316004444,2018-12-18T17:00:00+00:00,28.97830281947898,-88.69854447431203,14.0,310,Passenger
316001111,2018-12-18T17:20:00+00:00,29.163969486145646,-88.79281114097869,9.2,47,Oil Tanker
316002222,2018-12-18T17:20:00+00:00,29.22630281947898,-88.83921114097869,11.5,34,Cargo
316003333,2018-12-18T17:20:00+00:00,29.16690281947898,-88.79347780764535,4.2,18,Tug
316004444,2018-12-18T17:20:00+00:00,28.978636152812314,-88.69881114097869,14.0,310,Passenger
316001111,2018-12-18T17:40:00+00:00,29.164636152812314,-88.79207780764536,9.2,47,Oil Tanker
316002222,2018-12-18T17:40:00+00:00,29.226802819478984,-88.83887780764536,11.5,34,Cargo
316003333,2018-12-18T17:40:00+00:00,29.16700281947898,-88.79341114097869,4.2,18,Tug
316004444,2018-12-18T17:40:00+00:00,28.978969486145647,-88.69907780764535,14.0,310,Passenger
316001111,2018-12-18T18:00:00+00:00,29.16530281947898,-88.79134447431203,9.2,47,Oil Tanker
316002222,2018-12-18T18:00:00+00:00,29.227302819478982,-88.83854447431203,11.5,34,Cargo
316003333,2018-12-18T18:00:00+00:00,29.16710281947898,-88.79334447431202,4.2,18,Tug
316004444,2018-12-18T18:00:00+00:00,28.97930281947898,-88.69934447431203,14.0,310,Passenger
316001111,2018-12-18T18:20:00+00:00,29.16596948614565,-88.7906111409787,9.2,47,Oil Tanker
316002222,2018-12-18T18:20:00+00:00,29.22780281947898,-88.8382111409787,11.5,34,Cargo
316003333,2018-12-18T18:20:00+00:00,29.16720281947898,-88.79327780764535,4.2,18,Tug
316004444,2018-12-18T18:20:00+00:00,28.979636152812315,-88.69961114097869,14.0,310,Passenger
316001111,2018-12-18T18:40:00+00:00,29.166636152812313,-88.78987780764535,9.2,47,Oil Tanker
316002222,2018-12-18T18:40:00+00:00,29.228302819478984,-88.83787780764537,11.5,34,Cargo
316003333,2018-12-18T18:40:00+00:00,29.16730281947898,-88.79321114097868,4.2,18,Tug
316004444,2018-12-18T18:40:00+00:00,28.97996948614565,-88.69987780764536,14.0,310,Passenger
316001111,2018-12-18T19:00:00+00:00,29.16730281947898,-88.78914447431202,9.2,47,Oil Tanker
316002222,2018-12-18T19:00:00+00:00,29.228802819478982,-88.83754447431203,11.5,34,Cargo
316003333,2018-12-18T19:00:00+00:00,29.16740281947898,-88.79314447431202,4.2,18,Tug
316004444,2018-12-18T19:00:00+00:00,28.980302819478982,-88.70014447431203,14.0,310,Passenger
316001111,2018-12-18T19:20:00+00:00,29.167969486145648,-88.7884111409787,9.2,47,Oil Tanker
316002222,2018-12-18T19:20:00+00:00,29.22930281947898,-88.8372111409787,11.5,34,Cargo
316003333,2018-12-18T19:20:00+00:00,29.16750281947898,-88.79307780764535,4.2,18,Tug
316004444,2018-12-18T19:20:00+00:00,28.980636152812313,-88.70041114097869,14.0,310,Passenger
316001111,2018-12-18T19:40:00+00:00,29.168636152812315,-88.78767780764535,9.2,47,Oil Tanker
316002222,2018-12-18T19:40:00+00:00,29.229802819478984,-88.83687780764537,11.5,34,Cargo
316003333,2018-12-18T19:40:00+00:00,29.167602819478983,-88.79301114097869,4.2,18,Tug
316004444,2018-12-18T19:40:00+00:00,28.980969486145646,-88.70067780764536,14.0,310,Passenger
316001111,2018-12-18T20:00:00+00:00,29.16930281947898,-88.78694447431202,9.2,47,Oil Tanker
316002222,2018-12-18T20:00:00+00:00,29.230302819478982,-88.83654447431203,11.5,34,Cargo
316003333,2018-12-18T20:00:00+00:00,29.167702819478983,-88.79294447431202,4.2,18,Tug
316004444,2018-12-18T20:00:00+00:00,28.98130281947898,-88.70094447431202,14.0,310,Passenger
316001111,2018-12-18T20:20:00+00:00,29.169969486145646,-88.7862111409787,9.2,47,Oil Tanker
316002222,2018-12-18T20:20:00+00:00,29.23080281947898,-88.83621114097869,11.5,34,Cargo
316003333,2018-12-18T20:20:00+00:00,29.167802819478982,-88.79287780764535,4.2,18,Tug
316004444,2018-12-18T20:20:00+00:00,28.981636152812314,-88.70121114097869,14.0,310,Passenger
316001111,2018-12-18T20:40:00+00:00,29.170636152812314,-88.78547780764536,9.2,47,Oil Tanker
316002222,2018-12-18T20:40:00+00:00,29.231302819478984,-88.83587780764536,11.5,34,Cargo
316003333,2018-12-18T20:40:00+00:00,29.167902819478982,-88.79281114097869,4.2,18,Tug
316004444,2018-12-18T20:40:00+00:00,28.981969486145648,-88.70147780764536,14.0,310,Passenger
316001111,2018-12-18T21:00:00+00:00,29.17130281947898,-88.78474447431202,9.2,47,Oil Tanker
316002222,2018-12-18T21:00:00+00:00,29.231802819478983,-88.83554447431203,11.5,34,Cargo
316003333,2018-12-18T21:00:00+00:00,29.168002819478982,-88.79274447431202,4.2,18,Tug
316004444,2018-12-18T21:00:00+00:00,28.98230281947898,-88.70174447431202,14.0,310,Passenger
316001111,2018-12-18T21:20:00+00:00,29.17196948614565,-88.78401114097869,9.2,47,Oil Tanker
316002222,2018-12-18T21:20:00+00:00,29.23230281947898,-88.8352111409787,11.5,34,Cargo
316003333,2018-12-18T21:20:00+00:00,29.16810281947898,-88.79267780764535,4.2,18,Tug
316004444,2018-12-18T21:20:00+00:00,28.982636152812315,-88.7020111409787,14.0,310,Passenger
316001111,2018-12-18T21:40:00+00:00,29.172636152812313,-88.78327780764536,9.2,47,Oil Tanker
316002222,2018-12-18T21:40:00+00:00,29.232802819478984,-88.83487780764537,11.5,34,Cargo
316003333,2018-12-18T21:40:00+00:00,29.16820281947898,-88.79261114097869,4.2,18,Tug
316004444,2018-12-18T21:40:00+00:00,28.98296948614565,-88.70227780764536,14.0,310,Passenger
316001111,2018-12-18T22:00:00+00:00,29.17330281947898,-88.78254447431202,9.2,47,Oil Tanker
316002222,2018-12-18T22:00:00+00:00,29.233302819478983,-88.83454447431203,11.5,34,Cargo
316003333,2018-12-18T22:00:00+00:00,29.16830281947898,-88.79254447431202,4.2,18,Tug
316004444,2018-12-18T22:00:00+00:00,28.983302819478983,-88.70254447431202,14.0,310,Passenger
316001111,2018-12-18T22:20:00+00:00,29.173969486145648,-88.78181114097869,9.2,47,Oil Tanker
316002222,2018-12-18T22:20:00+00:00,29.23380281947898,-88.8342111409787,11.5,34,Cargo
316003333,2018-12-18T22:20:00+00:00,29.16840281947898,-88.79247780764535,4.2,18,Tug
316004444,2018-12-18T22:20:00+00:00,28.983636152812313,-88.7028111409787,14.0,310,Passenger
316001111,2018-12-18T22:40:00+00:00,29.174636152812315,-88.78107780764536,9.2,47,Oil Tanker
316002222,2018-12-18T22:40:00+00:00,29.23430281947898,-88.83387780764537,11.5,34,Cargo
316003333,2018-12-18T22:40:00+00:00,29.16850281947898,-88.79241114097869,4.2,18,Tug
316004444,2018-12-18T22:40:00+00:00,28.983969486145646,-88.70307780764536,14.0,310,Passenger
316001111,2018-12-18T23:00:00+00:00,29.17530281947898,-88.78034447431203,9.2,47,Oil Tanker
316002222,2018-12-18T23:00:00+00:00,29.234802819478983,-88.83354447431203,11.5,34,Cargo
316003333,2018-12-18T23:00:00+00:00,29.16860281947898,-88.79234447431202,4.2,18,Tug
316004444,2018-12-18T23:00:00+00:00,28.98430281947898,-88.70334447431202,14.0,310,Passenger
316001111,2018-12-18T23:20:00+00:00,29.175969486145647,-88.77961114097869,9.2,47,Oil Tanker
